Global_Sales,NA_ratio,EU_ratio,JP_ratio,Name,Genre,Platform,Year_of_Release,DBSCAN_label
0.07,0.0,0.0,0.999999985714286,Hakuouki DS,Adventure,DS,2010,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Buster Bros. Collection,Puzzle,PS,1997,0
0.07,0.8571428448979592,0.1428571408163265,0.0,Agatha Christie: And Then There Were None,Adventure,Wii,2008,0
0.07,0.0,0.0,0.999999985714286,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,Misc,PSP,2006,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Grease Dance,Misc,PS3,2011,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Futurama,Platform,PS2,2003,0
0.07,0.0,0.0,0.999999985714286,Famicom Mini: Hikari Shinwa: Palutena no Kagami,Platform,GBA,2004,0
0.07,0.999999985714286,0.0,0.0,The History Channel: Battle for the Pacific,Shooter,PS3,2008,0
0.07,0.999999985714286,0.0,0.0,Animal Kingdom: Wildlife Expedition,Adventure,Wii,2009,0
0.07,0.8571428448979592,0.2857142816326531,0.0,Rayman 3: Hoodlum Havoc,Platform,XB,2003,0
0.07,0.0,0.0,0.999999985714286,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,Misc,PSP,2010,0
0.07,0.999999985714286,0.0,0.0,Superman Returns,Action,DS,2006,0
0.07,0.0,0.8571428448979592,0.0,My First Songs,Misc,Wii,2010,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Super Ghouls 'n Ghosts,Platform,GBA,2002,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Boxing,Fighting,PS,2000,0
0.07,0.5714285632653062,0.4285714224489796,0.0,NHL Open Ice,Sports,PS,1996,0
0.07,0.8571428448979592,0.1428571408163265,0.0,Legend of the Guardians: The Owls of Ga'Hoole,Action,X360,2010,0
0.07,0.0,0.0,0.999999985714286,Gundam Battle Tactics,Action,PSP,2005,0
0.07,0.0,0.0,0.999999985714286,Touch Detective: Nameko Shigeru,Adventure,3DS,2013,0
0.07,0.0,0.8571428448979592,0.0,Need for Speed Underground 2,Racing,PC,2004,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Sky Gunner,Action,PS2,2001,0
0.07,0.8571428448979592,0.2857142816326531,0.0,And1 Streetball,Action,XB,2006,0
0.07,0.8571428448979592,0.1428571408163265,0.0,Gladius,Strategy,GC,2003,0
0.07,0.999999985714286,0.0,0.0,The Hustle: Detroit Streets,Sports,PSP,2005,0
0.07,0.0,0.0,0.999999985714286,PhotoKano,Adventure,PSV,2013,0
0.07,0.0,0.0,0.999999985714286,Warriors Orochi 3,Action,PSV,2013,0
0.07,0.0,0.0,0.999999985714286,Real Sound: Kaze no Riguretto,Adventure,SAT,1997,0
0.07,0.999999985714286,0.0,0.0,Blood Drive,Racing,PS3,2010,0
0.07,0.999999985714286,0.0,0.0,Again,Adventure,DS,2009,0
0.07,0.0,0.0,0.999999985714286,Soccer Tsuku: Pro Soccer Club o Tsukurou!,Sports,PSV,2013,0
0.07,0.0,0.0,0.999999985714286,Summon Night 4,Role-Playing,PSP,2012,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Escape Dead Island,Action,PS3,2014,0
0.07,0.0,0.8571428448979592,0.0,Torchlight,Role-Playing,PC,2009,0
0.07,0.999999985714286,0.0,0.0,Pac-Man World 3,Platform,PSP,2005,0
0.07,0.8571428448979592,0.0,0.0,Rogue Trooper: Quartz Zone Massacre,Shooter,Wii,2009,0
0.07,0.0,0.0,0.999999985714286,Hero Bank,Role-Playing,3DS,2014,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Disney's Planes,Simulation,3DS,2013,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Winx Club,Shooter,GBA,2005,0
0.07,0.999999985714286,0.0,0.0,World Party Games,Misc,Wii,2009,0
0.07,0.0,0.0,0.999999985714286,Classic Road,Sports,PS,1995,0
0.07,0.999999985714286,0.0,0.0,Cartoon Network: Punch Time Explosion XL,Fighting,X360,2011,0
0.07,0.0,0.0,0.999999985714286,Utawarerumono: Itsuwari no Kamen,Adventure,PSV,2015,0
0.07,0.999999985714286,0.0,0.0,Damage Inc.: Pacific Squadron WWII,Simulation,X360,2012,0
0.07,0.999999985714286,0.0,0.0,My Fun Facts Coach,Misc,DS,2008,0
0.07,0.0,0.0,0.999999985714286,The Idolm@ster: Live for You!,Misc,X360,2008,0
0.07,0.0,0.0,0.999999985714286,Tokimeki Memorial Girl's Side Premium: 3rd Story,Adventure,PSP,2012,0
0.07,0.999999985714286,0.0,0.0,Open Season,Platform,PSP,2006,0
0.07,0.0,0.0,0.999999985714286,Mega Man Xtreme,Platform,GB,2000,0
0.07,0.999999985714286,0.0,0.0,America's Next Top Model,Action,Wii,2010,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Bomberman Max 2: Red Advance,Puzzle,GBA,2002,0
0.07,0.2857142816326531,0.7142857040816327,0.0,F.E.A.R. 2: Project Origin,Shooter,PC,2009,0
0.07,0.999999985714286,0.0,0.0,Margot's Word Brain,Puzzle,DS,2008,0
0.07,0.8571428448979592,0.0,0.0,Toy Soldiers: War Chest,Action,PS4,2015,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Godai: Elemental Force,Action,PS2,2002,0
0.07,0.4285714224489796,0.5714285632653062,0.0,Chronicles of Mystery: The Secret Tree of Life,Adventure,DS,2011,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Still Life,Adventure,XB,2005,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Big Mutha Truckers 2,Racing,XB,2005,0
0.07,0.0,0.0,0.999999985714286,Hang On GP,Racing,SAT,1995,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Uprising X,Action,PS,1998,0
0.07,0.4285714224489796,0.5714285632653062,0.0,SpongeBob's Truth or Square,Action,X360,2009,0
0.07,0.0,0.0,0.999999985714286,Mega Man Xtreme 2,Platform,GB,2001,0
0.07,0.999999985714286,0.0,0.0,"Sesame Street: Ready, Set, Grover!",Misc,DS,2011,0
0.07,0.7142857040816327,0.2857142816326531,0.0,I-Ninja,Platform,XB,2003,0
0.07,0.0,0.0,0.999999985714286,Sigma Harmonics,Role-Playing,DS,2008,0
0.07,0.8571428448979592,0.1428571408163265,0.0,Gunblade NY & L.A. Machineguns Arcade Hits Pack,Shooter,Wii,2010,0
0.07,0.1428571408163265,0.8571428448979592,0.0,The Lord of the Rings: The Battle for Middle-Earth,Strategy,PC,2004,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Kessen III,Strategy,PS2,2004,0
0.07,0.999999985714286,0.0,0.0,Learn Geography,Misc,DS,2009,0
0.07,0.999999985714286,0.0,0.0,Harlem Globetrotters: World Tour,Sports,DS,2006,0
0.07,0.999999985714286,0.0,0.0,The King of Fighters Collection: The Orochi Saga,Fighting,PSP,2008,0
0.07,0.0,0.0,0.999999985714286,Summon Night,Role-Playing,DS,2008,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Aero Elite: Combat Academy,Simulation,PS2,2002,0
0.07,0.0,0.999999985714286,0.0,"3 in 1: Solitaire, Mahjong & Tangram",Misc,DS,2010,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Wrath Unleashed,Strategy,PS2,2004,0
0.07,0.8571428448979592,0.1428571408163265,0.0,Beyond Good & Evil,Adventure,GC,2003,0
0.07,0.1428571408163265,0.7142857040816327,0.0,Divinity II: Ego Draconis,Role-Playing,PC,2009,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Pong / Asteroids / Yars' Revenge,Misc,GBA,2005,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Commandos 2: Men of Courage,Strategy,XB,2002,0
0.07,0.2857142816326531,0.5714285632653062,0.0,Emergency 2012,Simulation,PC,2010,0
0.07,0.8571428448979592,0.1428571408163265,0.0,Winter Sports 2: The Next Challenge,Sports,X360,2008,0
0.07,0.0,0.0,0.999999985714286,NOëL: La Neige,Adventure,PS,1998,0
0.07,0.0,0.0,0.999999985714286,Busou Shinki: Battle Masters,Action,PSP,2010,0
0.07,0.999999985714286,0.0,0.0,Overlord: Minions,Puzzle,DS,2009,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Roll Away,Puzzle,PS,1998,0
0.07,0.0,0.0,0.999999985714286,Derby Jockey: Kishou e no Michi,Sports,SNES,1994,0
0.07,0.2857142816326531,0.0,0.7142857040816327,Fairy Fencer F: Advent Dark Force,Role-Playing,PS4,2015,0
0.07,0.0,0.0,0.999999985714286,Harukanaru Toki no Naka de 4,Adventure,PS2,2008,0
0.07,0.999999985714286,0.0,0.0,Roogoo Attack!,Puzzle,DS,2009,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Maximum Chase,Racing,XB,2002,0
0.07,0.999999985714286,0.0,0.0,Prey the Stars,Action,DS,2008,0
0.07,0.0,0.0,0.999999985714286,Winning Post 7 2012,Sports,PS3,2012,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Spot Goes to Hollywood,Platform,PS,1996,0
0.07,0.5714285632653062,0.4285714224489796,0.0,G Darius,Shooter,PS,1997,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Mucha Lucha! Mascaritas of the Lost Code,Fighting,GBA,2003,0
0.07,0.0,0.0,0.999999985714286,SD Gundam: Gashapon Wars,Strategy,GC,2005,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Alvin and the Chipmunks,Misc,PS2,2007,0
0.07,0.2857142816326531,0.5714285632653062,0.0,Hearts of Iron III,Strategy,PC,2009,0
0.07,0.999999985714286,0.0,0.0,Picture Perfect Hair Salon,Simulation,DS,2009,0
0.07,0.999999985714286,0.0,0.0,River King: Mystic Valley (US sales),Sports,DS,2007,0
0.07,0.8571428448979592,0.1428571408163265,0.0,Kengo: Legend of The 9,Fighting,X360,2006,0
0.07,0.0,0.0,0.999999985714286,Romance of the Three Kingdoms XI,Strategy,PS2,2007,0
0.07,0.8571428448979592,0.0,0.0,Hammerin' Hero,Action,PSP,2008,0
0.07,0.0,0.0,0.999999985714286,Model * Oshare Audition: Dream Girl,Misc,3DS,2013,0
0.07,0.0,0.0,0.999999985714286,Lupin Sansei: Shijou Saidai no Zunousen,Adventure,DS,2010,0
0.07,0.0,0.999999985714286,0.0,Dark Souls III,Role-Playing,PC,2016,0
0.07,0.999999985714286,0.0,0.0,Petz Fantasy 3D,Simulation,3DS,2011,0
0.07,0.0,0.8571428448979592,0.0,WRC 2: FIA World Rally Championship,Racing,X360,2011,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Archer Maclean's 3D Pool,Misc,GBA,2003,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Tak: The Great Juju Challenge,Platform,XB,2005,0
0.07,0.8571428448979592,0.1428571408163265,0.0,TMNT: Mutant Melee,Fighting,GC,2005,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Combat: Task Force 121,Shooter,XB,2005,0
0.07,0.0,0.0,0.999999985714286,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Sports,Wii,2010,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Goosebumps HorrorLand,Adventure,PS2,2008,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Exhibition Volume 4,Misc,XB,2003,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Viewpoint,Shooter,PS,1995,0
0.07,0.0,0.0,0.999999985714286,Code Geass: Hangyaku no Lelouch - Lost Colors,Adventure,PSP,2008,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Disney's Donald Duck Advance,Platform,GBA,2001,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Stacked with Daniel Negreanu,Misc,PS2,2006,0
0.07,0.0,0.0,0.999999985714286,Hakuouki: Yuugi Roku,Adventure,PSP,2010,0
0.07,0.4285714224489796,0.0,0.5714285632653062,The Rub Rabbits!,Puzzle,DS,2005,0
0.07,0.8571428448979592,0.0,0.0,Rapala Pro Bass Fishing 2010,Sports,PSP,2010,0
0.07,0.999999985714286,0.0,0.0,Let's Ride! Friends Forever,Adventure,DS,2008,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Circus Maximus: Chariot Wars,Racing,XB,2002,0
0.07,0.999999985714286,0.0,0.0,Squishy Tank,Puzzle,DS,2010,0
0.07,0.8571428448979592,0.0,0.0,Dungeon Maker II: The Hidden War,Role-Playing,PSP,2007,0
0.07,0.999999985714286,0.0,0.0,Discovery Kids: Parrot Pals,Simulation,DS,2009,0
0.07,0.0,0.0,0.999999985714286,Kenyuu Densetsu Yaiba,Action,SNES,1994,0
0.07,0.0,0.0,0.999999985714286,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,Strategy,PS2,2009,0
0.07,0.0,0.0,0.999999985714286,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,Strategy,PSP,2009,0
0.07,0.999999985714286,0.0,0.0,Elements of Destruction,Strategy,DS,2007,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Serious Sam: Next Encounter,Shooter,PS2,2004,0
0.07,0.0,0.0,0.999999985714286,Eiken DS,Misc,DS,2007,0
0.07,0.0,0.0,0.999999985714286,Game Center CX: Arino no Chousenjou 2,Action,DS,2009,0
0.07,0.8571428448979592,0.1428571408163265,0.0,Tom Clancy's Ghost Recon 2,Shooter,GC,2005,0
0.07,0.0,0.0,0.999999985714286,E.X. Troopers,Shooter,3DS,2012,0
0.07,0.1428571408163265,0.7142857040816327,0.0,The Croods: Prehistoric Party!,Misc,Wii,2013,0
0.07,0.0,0.0,0.999999985714286,J Legend Retsuden,Misc,3DS,2013,0
0.07,0.2857142816326531,0.5714285632653062,0.0,SpongeBob's Truth or Square,Action,PSP,2009,0
0.07,0.7142857040816327,0.0,0.2857142816326531,Monster Racers,Racing,DS,2009,0
0.07,0.0,0.0,0.999999985714286,The King of Fighters: Evolution,Fighting,DC,2000,0
0.07,0.0,0.0,0.999999985714286,DS Uranai Seikatsu,Misc,DS,2009,0
0.07,0.5714285632653062,0.2857142816326531,0.0,Hyperdimension Neptunia Re;Birth 3,Action,PSV,2014,0
0.07,0.0,0.8571428448979592,0.0,Pro Farm 1,Simulation,PC,2011,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Pitfall: The Lost Expedition,Platform,GBA,2003,0
0.07,0.999999985714286,0.0,0.0,Rock Band Country Track Pack 2,Misc,PS3,2011,0
0.07,0.1428571408163265,0.7142857040816327,0.0,Speed Zone,Racing,Wii,2009,0
0.07,0.7142857040816327,0.2857142816326531,0.0,All-Star Baseball 2004,Sports,GBA,2003,0
0.07,0.0,0.0,0.999999985714286,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,Action,3DS,2012,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Jewel Time Deluxe,Puzzle,DS,2011,0
0.07,0.7142857040816327,0.2857142816326531,0.0,James Cameron's Dark Angel,Action,XB,2002,0
0.07,0.0,0.0,0.999999985714286,The Legend of Heroes: Trails in the Sky Third Chapter,Role-Playing,PSP,2008,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,Racing,PS2,2007,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Hannspree Ten Kate Honda: SBK Superbike World Championship,Racing,PS2,2007,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Generator Rex: Agent of Providence,Action,PS3,2011,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Alexi Lalas International Soccer,Sports,PS,1998,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Monster Rancher Battle Card: Episode II,Action,PS,2000,0
0.07,0.7142857040816327,0.1428571408163265,0.0,NCAA College Football 2K3,Sports,GC,2002,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Karaoke Revolution Party,Misc,GC,2005,0
0.07,0.999999985714286,0.0,0.0,Crayola: Colorful Journey,Misc,Wii,2009,0
0.07,0.0,0.0,0.999999985714286,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,Sports,N64,2000,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Jumper: Griffin's Story,Action,PS2,2008,0
0.07,0.999999985714286,0.0,0.0,Operation Darkness,Role-Playing,X360,2007,0
0.07,0.5714285632653062,0.2857142816326531,0.0,Emily the Strange: Strangerous,Action,DS,2011,0
0.07,0.0,0.0,0.999999985714286,Famicom Mini: Nazo no Murasame-Jou,Action,GBA,2004,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Galerians: Ash,Adventure,PS2,2002,0
0.07,0.999999985714286,0.0,0.0,Jimmie Johnson's Anything With an Engine,Racing,Wii,2011,0
0.07,0.7142857040816327,0.0,0.1428571408163265,R-Type Command,Strategy,PSP,2007,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Just Dance: Disney Party 2,Action,XOne,2015,0
0.07,0.0,0.8571428448979592,0.0,Kane & Lynch 2: Dog Days,Shooter,PC,2010,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Haunting Ground,Action,PS2,2005,0
0.07,0.0,0.0,0.999999985714286,Mahjong Fight Club DS: Wi-Fi Taiou,Misc,DS,2006,0
0.07,0.999999985714286,0.0,0.0,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",Misc,DS,2005,0
0.07,0.4285714224489796,0.0,0.4285714224489796,Grand Kingdom,Role-Playing,PS4,2015,0
0.07,0.999999985714286,0.0,0.0,Robocalypse,Strategy,DS,2008,0
0.07,0.0,0.0,0.999999985714286,Vampire Knight DS,Adventure,DS,2009,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Disney Sports Skateboarding,Sports,GBA,2002,0
0.07,0.999999985714286,0.0,0.0,Homie Rollerz,Racing,DS,2008,0
0.07,0.999999985714286,0.0,0.0,Let's Paint,Simulation,Wii,2010,0
0.07,0.0,0.8571428448979592,0.0,Rugby League 3,Sports,Wii,2010,0
0.07,0.0,0.0,0.999999985714286,Magi: The Labyrinth of Beginning,Role-Playing,3DS,2013,0
0.07,0.4285714224489796,0.5714285632653062,0.0,Escape Dead Island,Action,X360,2014,0
0.07,0.8571428448979592,0.0,0.0,Tom Clancy's Splinter Cell: Chaos Theory,Action,DS,2005,0
0.07,0.4285714224489796,0.5714285632653062,0.0,The Croods: Prehistoric Party!,Misc,DS,2013,0
0.07,0.0,0.0,0.999999985714286,I Don't Have Many Friends Portable,Adventure,PSP,2012,0
0.07,0.0,0.8571428448979592,0.0,SimCity 4: Deluxe Edition,Simulation,PC,2003,0
0.07,0.0,0.8571428448979592,0.0,Jewel Link Chronicles: Legend of Athena,Puzzle,DS,2011,0
0.07,0.7142857040816327,0.1428571408163265,0.0,CSI: Dark Motives,Adventure,DS,2007,0
0.07,0.0,0.7142857040816327,0.1428571408163265,Burnout Paradise: The Ultimate Box,Racing,PS3,2009,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Loons: The Fight For Fame,Action,XB,2002,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Romance of the Three Kingdoms IX,Strategy,PS2,2003,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Second Sight,Adventure,XB,2004,0
0.07,0.0,0.0,0.999999985714286,Metal Gear Solid,Action,GB,2000,0
0.07,0.0,0.0,0.999999985714286,The Legend of Heroes: Trails in the Sky First Chapter,Role-Playing,PSV,2015,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Totaled!,Racing,XB,2002,0
0.07,0.0,0.0,0.999999985714286,Bleach: Heat the Soul 3,Fighting,PSP,2006,0
0.07,0.0,0.0,0.999999985714286,Ecco: The Tides of Time,Adventure,GEN,1993,0
0.07,0.0,0.0,0.999999985714286,Make 10: A Journey of Numbers,Puzzle,DS,2007,0
0.07,0.999999985714286,0.0,0.0,Fantasy Aquarium by DS,Simulation,DS,2008,0
0.07,0.999999985714286,0.0,0.0,Rock Band Track Pack: Classic Rock,Misc,X360,2009,0
0.07,0.1428571408163265,0.5714285632653062,0.0,Operation Flashpoint: Red River,Shooter,PC,2011,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Machine Head,Shooter,PS,1996,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Vanguard Bandits,Strategy,PS,1998,0
0.07,0.8571428448979592,0.0,0.0,MLB Front Office Manager,Sports,X360,2009,0
0.07,0.0,0.0,0.999999985714286,Lost Heroes,Role-Playing,PSP,2012,0
0.07,0.999999985714286,0.0,0.0,Vampire Legends: Power of Three,Adventure,DS,2010,0
0.07,0.0,0.5714285632653062,0.2857142816326531,Child of Light,Role-Playing,PSV,2014,0
0.07,0.0,0.0,0.999999985714286,The Legend of Heroes VII: The Trail of Zero,Role-Playing,PSV,2012,0
0.07,0.0,0.0,0.999999985714286,Shin Chan Contra ¡Los Plastas!,Platform,DS,2009,0
0.07,0.0,0.0,0.999999985714286,Haikyuu!! Tsunage! Itadaki no Keshiki!!,Adventure,3DS,2014,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Silent Hill: Origins,Action,PS2,2008,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Blast Radius,Action,PS,1998,0
0.07,0.4285714224489796,0.4285714224489796,0.0,ESPN National Hockey Night,Sports,PS2,2001,0
0.07,0.8571428448979592,0.0,0.0,Cut the Rope,Puzzle,3DS,2014,0
0.07,0.5714285632653062,0.2857142816326531,0.0,Resident Evil: Revelations 2,Action,X360,2015,0
0.07,0.0,0.0,0.999999985714286,Pro Yaky? Spirits 2011,Sports,3DS,2011,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Taz Wanted,Platform,XB,2002,0
0.07,0.0,0.2857142816326531,0.5714285632653062,Disaster: Day of Crisis,Action,Wii,2008,0
0.07,0.0,0.0,0.999999985714286,Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,Sports,DS,2009,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Harry Potter and the Sorcerer's Stone,Action,XB,2003,0
0.07,0.0,0.0,0.999999985714286,IA/VT Colorful,Misc,PSV,2015,0
0.07,0.0,0.8571428448979592,0.0,We Sing Rock!,Misc,Wii,2011,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Wallace & Gromit in Project Zoo,Platform,GC,2003,0
0.07,0.8571428448979592,0.1428571408163265,0.0,Shadowgate 64: Trials of the Four Towers,Adventure,N64,1999,0
0.07,0.0,0.0,0.5714285632653062,Super Robot Spirits,Fighting,N64,1998,0
0.07,0.8571428448979592,0.1428571408163265,0.0,Mia Hamm Soccer 64,Sports,N64,2000,0
0.07,0.0,0.0,0.999999985714286,John Madden Football,Sports,SNES,1991,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Caesars Palace Advance: Millennium Gold Edition,Misc,GBA,2001,0
0.07,0.8571428448979592,0.1428571408163265,0.0,Aero Gauge,Racing,N64,1997,0
0.07,0.8571428448979592,0.1428571408163265,0.0,Battlezone: Rise of the Black Dogs,Strategy,N64,2000,0
0.07,0.5714285632653062,0.1428571408163265,0.2857142816326531,Teenage Mutant Ninja Turtles: Tournament Fighters,Fighting,NES,1992,0
0.07,0.999999985714286,0.0,0.0,Moxie Girlz,Misc,DS,2011,0
0.07,0.8571428448979592,0.1428571408163265,0.0,Damnation,Shooter,X360,2009,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Samurai Warriors,Action,XB,2004,0
0.07,0.0,0.0,0.999999985714286,GunParade Orchestra: Shiro no Shou,Adventure,PS2,2006,0
0.07,0.999999985714286,0.0,0.0,Rec Room Games,Sports,DS,2011,0
0.07,0.0,0.0,0.999999985714286,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,Action,PSP,2009,0
0.07,0.7142857040816327,0.1428571408163265,0.0,FIFA Soccer 2004,Sports,GC,2003,0
0.07,0.0,0.0,0.999999985714286,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,Strategy,PS3,2013,0
0.07,0.0,0.4285714224489796,0.4285714224489796,Record of Agarest War,Role-Playing,PS3,2007,0
0.07,0.8571428448979592,0.0,0.0,SNK Arcade Classics Vol. 1,Misc,Wii,2008,0
0.07,0.8571428448979592,0.0,0.0,Dave Mirra BMX Challenge,Sports,PSP,2006,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Rayman 3: Hoodlum Havoc,Platform,GC,2003,0
0.07,0.8571428448979592,0.0,0.0,Tony Hawk's Pro Skater 5,Sports,X360,2015,0
0.07,0.0,0.0,0.999999985714286,Tales of Rebirth,Role-Playing,PSP,2008,0
0.07,0.7142857040816327,0.2857142816326531,0.0,The Guy Game,Misc,XB,2004,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Let's Ride! Dreamer,Adventure,GBA,2005,0
0.07,0.8571428448979592,0.1428571408163265,0.0,Fantasia: Music Evolved,Misc,X360,2014,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Tecmo's Deception,Role-Playing,PS,1996,0
0.07,0.0,0.0,0.999999985714286,Point Blank DS (JP sales),Shooter,DS,2006,0
0.07,0.8571428448979592,0.0,0.0,Ghost in the Shell: Stand Alone Complex,Adventure,PSP,2005,0
0.07,0.0,0.0,0.999999985714286,G-Saviour,Action,PS2,2000,0
0.07,0.8571428448979592,0.0,0.0,Open Season,Platform,Wii,2006,0
0.07,0.0,0.0,0.999999985714286,Gintama DS: Yorozuya Daisoudou,Action,DS,2006,0
0.07,0.8571428448979592,0.0,0.0,Dave Mirra BMX Challenge,Sports,Wii,2007,0
0.07,0.4285714224489796,0.0,0.4285714224489796,BlazBlue: Chrono Phantasma,Fighting,PSV,2014,0
0.07,0.0,0.0,0.999999985714286,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,Action,DS,2010,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Crimson Sea 2,Action,PS2,2004,0
0.07,0.4285714224489796,0.1428571408163265,0.2857142816326531,Tokyo Twilight Ghost Hunters,Role-Playing,PSV,2014,0
0.07,0.0,0.0,0.999999985714286,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,Adventure,DS,2008,0
0.07,0.0,0.0,0.999999985714286,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,Action,3DS,2013,0
0.07,0.2857142816326531,0.0,0.7142857040816327,Ragnarok: Hikari to Yami no Koujo,Role-Playing,PSP,2011,0
0.07,0.0,0.1428571408163265,0.8571428448979592,Saint Seiya: Brave Soldiers,Fighting,PS3,2013,0
0.07,0.2857142816326531,0.0,0.5714285632653062,Earth Defense Force 2: Invaders from Planet Space,Action,PSV,2014,0
0.07,0.0,0.0,0.999999985714286,Digimon World Championship,Role-Playing,DS,2008,0
0.07,0.8571428448979592,0.0,0.0,AMF Bowling Pinbusters!,Sports,DS,2008,0
0.07,0.5714285632653062,0.4285714224489796,0.0,RayStorm,Shooter,PS,1997,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,Platform,GC,2005,0
0.07,0.5714285632653062,0.2857142816326531,0.0,Dynasty Warriors 8: Empires,Action,XOne,2014,0
0.07,0.0,0.0,0.999999985714286,Trick DS-han: Kakushi Kami no Sumukan,Misc,DS,2010,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Circuit Breakers,Racing,PS,1998,0
0.07,0.0,0.8571428448979592,0.0,Winter Sports 2011,Sports,Wii,2011,0
0.07,0.8571428448979592,0.0,0.0,futureU: The Prep Game for SAT,Misc,DS,2008,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Catwoman,Action,GC,2004,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Colosseum: Road to Freedom,Role-Playing,PS2,2005,0
0.07,0.2857142816326531,0.1428571408163265,0.7142857040816327,Tank! Tank! Tank!,Action,WiiU,2012,0
0.07,0.0,0.8571428448979592,0.0,Football Manager 2010,Sports,PC,2009,0
