Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_scaled,NA_ratio,EU_ratio,JP_ratio,Other_ratio,Platform_Gen,Genre_encoded,Platform_Gen_encoded,Era,DBSCAN_label
Speed Kings,PS2,2003,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.09,61.0,13.0,7.8,6.0,Climax Group,E,78.0,0.5555555493827161,0.4444444395061729,0.0,0.1111111098765432,6th-gen,6,1,7th gen (03–10),0
Dungeons,PC,2011,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09,65.0,35.0,4.6,106.0,Realmforge Studios,M,46.0,0.7777777691358027,0.2222222197530864,0.0,0.1111111098765432,PC,11,6,8th gen (11+),0
Little League World Series Baseball 2008,Wii,2008,Sports,Activision,0.09,0.0,0.0,0.01,0.09,70.0,8.0,8.0,6.0,Now Production,E,80.0,0.999999988888889,0.0,0.0,0.1111111098765432,7th-gen,10,2,7th gen (03–10),0
Winter Stars,X360,2011,Sports,Deep Silver,0.05,0.03,0.0,0.01,0.09,46.0,9.0,6.5,4.0,49Games,E,65.0,0.5555555493827161,0.3333333296296297,0.0,0.1111111098765432,7th-gen,10,2,8th gen (11+),0
Bladestorm: The Hundred Years' War,X360,2007,Action,Tecmo Koei,0.08,0.01,0.0,0.01,0.09,63.0,26.0,6.8,16.0,Omega Force,T,68.0,0.8888888790123458,0.1111111098765432,0.0,0.1111111098765432,7th-gen,0,2,7th gen (03–10),0
Burnout Paradise: The Ultimate Box,PC,2009,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.09,87.0,26.0,7.5,435.0,Criterion Games,E10+,75.0,0.0,0.8888888790123458,0.0,0.1111111098765432,PC,6,6,7th gen (03–10),0
Forever Kingdom,PS2,2001,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,64.0,13.0,7.8,6.0,From Software,T,78.0,0.2222222197530864,0.2222222197530864,0.4444444395061729,0.1111111098765432,6th-gen,7,1,5th–6th gen (95–02),0
Altered Beast: Guardian of the Realms,GBA,2002,Action,THQ,0.07,0.02,0.0,0.0,0.09,63.0,13.0,4.8,4.0,3d6 Games,T,48.0,0.7777777691358027,0.2222222197530864,0.0,0.0,6th-gen,0,1,5th–6th gen (95–02),0
The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.09,68.0,24.0,7.7,26.0,Microvision,T,77.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,7,2,7th gen (03–10),0
Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,Evolved Games,0.08,0.01,0.0,0.01,0.09,38.0,22.0,3.5,37.0,Atomic Motion,T,35.0,0.8888888790123458,0.1111111098765432,0.0,0.1111111098765432,7th-gen,8,2,7th gen (03–10),0
Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios,0.01,0.08,0.0,0.01,0.09,92.0,21.0,9.0,801.0,Ensemble Studios,T,90.0,0.1111111098765432,0.8888888790123458,0.0,0.1111111098765432,PC,11,6,5th–6th gen (95–02),0
Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,0.08,0.01,0.0,0.01,0.09,42.0,10.0,1.0,7.0,Tamsoft,E10+,10.0,0.8888888790123458,0.1111111098765432,0.0,0.1111111098765432,7th-gen,3,2,7th gen (03–10),-1
Shining Tears,PS2,2004,Role-Playing,Sega,0.05,0.04,0.0,0.01,0.09,61.0,14.0,6.5,11.0,Nex Entertainment,T,65.0,0.5555555493827161,0.4444444395061729,0.0,0.1111111098765432,6th-gen,7,1,7th gen (03–10),0
MotoGP,XB,2002,Racing,THQ,0.07,0.02,0.0,0.0,0.09,84.0,18.0,8.4,16.0,Climax Group,E,84.0,0.7777777691358027,0.2222222197530864,0.0,0.0,6th-gen,6,1,5th–6th gen (95–02),0
Scaler,PS2,2004,Platform,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09,70.0,20.0,8.6,18.0,Artificial Mind and Movement,E,86.0,0.5555555493827161,0.4444444395061729,0.0,0.1111111098765432,6th-gen,4,1,7th gen (03–10),0
Halo 2,PC,2007,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.09,72.0,32.0,5.6,216.0,Microsoft Game Studios,M,56.0,0.1111111098765432,0.6666666592592594,0.0,0.2222222197530864,PC,8,6,7th gen (03–10),0
Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,82.0,46.0,8.5,13.0,Treasure,T,85.0,0.5555555493827161,0.4444444395061729,0.0,0.1111111098765432,6th-gen,8,1,7th gen (03–10),0
Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,0.06,0.03,0.0,0.01,0.09,56.0,29.0,7.0,24.0,BudCat,T,70.0,0.6666666592592594,0.3333333296296297,0.0,0.1111111098765432,7th-gen,8,2,7th gen (03–10),0
Beaterator,PSP,2009,Misc,Take-Two Interactive,0.06,0.02,0.0,0.02,0.09,80.0,44.0,7.8,12.0,Rockstar Leeds,E,78.0,0.6666666592592594,0.2222222197530864,0.0,0.2222222197530864,7th-gen,3,2,7th gen (03–10),0
Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.04,0.04,0.01,0.01,0.09,64.0,21.0,5.2,52.0,Spellbound,T,52.0,0.4444444395061729,0.4444444395061729,0.1111111098765432,0.1111111098765432,7th-gen,7,2,7th gen (03–10),0
Psychonauts,PS2,2005,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09,86.0,33.0,8.7,61.0,BudCat,T,87.0,0.5555555493827161,0.4444444395061729,0.0,0.1111111098765432,6th-gen,4,1,7th gen (03–10),0
Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,0.07,0.01,0.0,0.01,0.09,58.0,15.0,8.5,8.0,The Game Factory,E10+,85.0,0.7777777691358027,0.1111111098765432,0.0,0.1111111098765432,7th-gen,0,2,7th gen (03–10),0
Digimon Rumble Arena 2,PS2,2004,Fighting,Atari,0.05,0.04,0.0,0.01,0.09,63.0,9.0,7.3,23.0,Black Ship Games,T,73.0,0.5555555493827161,0.4444444395061729,0.0,0.1111111098765432,6th-gen,2,1,7th gen (03–10),0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.05,0.02,0.0,0.02,0.09,44.0,49.0,5.5,163.0,PlatinumGames,T,55.0,0.5555555493827161,0.2222222197530864,0.0,0.2222222197530864,8th-gen,0,3,8th gen (11+),0
Ribbit King,PS2,2003,Sports,Atari,0.05,0.04,0.0,0.01,0.09,58.0,10.0,6.5,4.0,Bandai,E,65.0,0.5555555493827161,0.4444444395061729,0.0,0.1111111098765432,6th-gen,10,1,7th gen (03–10),0
Alien Hominid,GC,2004,Shooter,O3 Entertainment,0.07,0.02,0.0,0.0,0.09,78.0,28.0,8.5,15.0,The Behemoth,T,85.0,0.7777777691358027,0.2222222197530864,0.0,0.0,6th-gen,8,1,7th gen (03–10),0
Rygar: The Battle of Argus,Wii,2008,Action,Rising Star Games,0.09,0.0,0.0,0.01,0.09,52.0,29.0,7.0,4.0,Tecmo,T,70.0,0.999999988888889,0.0,0.0,0.1111111098765432,7th-gen,0,2,7th gen (03–10),0
Ninja Gaiden Black,XB,2005,Action,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09,94.0,32.0,8.7,121.0,Team Ninja,M,87.0,0.7777777691358027,0.2222222197530864,0.0,0.0,6th-gen,0,1,7th gen (03–10),0
Touch Detective,DS,2006,Adventure,505 Games,0.06,0.02,0.0,0.01,0.09,60.0,25.0,6.8,6.0,BeeWorks,E10+,68.0,0.6666666592592594,0.2222222197530864,0.0,0.1111111098765432,7th-gen,1,2,7th gen (03–10),0
Trivial Pursuit unhinged,XB,2004,Misc,Atari,0.07,0.02,0.0,0.0,0.09,58.0,10.0,8.0,4.0,Artech Studios,T,80.0,0.7777777691358027,0.2222222197530864,0.0,0.0,6th-gen,3,1,7th gen (03–10),0
NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.08,0.0,0.0,0.01,0.09,67.0,15.0,3.8,4.0,EA Canada,E,38.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,10,2,7th gen (03–10),0
InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.09,46.0,13.0,7.6,17.0,Art,E10+,76.0,0.999999988888889,0.0,0.0,0.1111111098765432,7th-gen,7,2,7th gen (03–10),0
Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,59.0,25.0,8.6,43.0,Eighting,M,86.0,0.5555555493827161,0.4444444395061729,0.0,0.1111111098765432,6th-gen,2,1,7th gen (03–10),0
Atari Classics Evolved,PSP,2007,Misc,Atari,0.08,0.0,0.0,0.01,0.09,64.0,17.0,6.0,4.0,Stainless Games,E,60.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,3,2,7th gen (03–10),0
I-Ninja,GC,2003,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,77.0,18.0,7.6,8.0,Argonaut Games,T,76.0,0.7777777691358027,0.2222222197530864,0.0,0.0,6th-gen,4,1,7th gen (03–10),0
Steins;Gate 0,PSV,2015,Adventure,PQube,0.0,0.03,0.05,0.01,0.09,86.0,7.0,9.3,20.0,5pb,M,93.0,0.0,0.3333333296296297,0.5555555493827161,0.1111111098765432,Handheld,1,4,8th gen (11+),0
Football Manager 2017,PC,2016,Simulation,Sega,0.0,0.09,0.0,0.01,0.09,81.0,41.0,4.3,57.0,Sports Interactive,E,43.0,0.0,0.999999988888889,0.0,0.1111111098765432,PC,9,6,8th gen (11+),0
Wild ARMs: Alter Code F,PS2,2003,Role-Playing,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,73.0,25.0,8.3,26.0,Media Vision,T,83.0,0.5555555493827161,0.4444444395061729,0.0,0.1111111098765432,6th-gen,7,1,7th gen (03–10),0
Army Corps of Hell,PSV,2011,Action,Square Enix,0.04,0.04,0.0,0.02,0.09,57.0,43.0,6.6,28.0,"Entersphere, Inc.",M,66.0,0.4444444395061729,0.4444444395061729,0.0,0.2222222197530864,Handheld,0,4,8th gen (11+),0
Shrek SuperSlam,XB,2005,Action,Activision,0.07,0.02,0.0,0.0,0.09,71.0,20.0,9.3,4.0,Shaba Games,E10+,93.0,0.7777777691358027,0.2222222197530864,0.0,0.0,6th-gen,0,1,7th gen (03–10),0
Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,0.07,0.01,0.0,0.01,0.09,73.0,26.0,8.6,22.0,Other Ocean Interactive,M,86.0,0.7777777691358027,0.1111111098765432,0.0,0.1111111098765432,7th-gen,2,2,7th gen (03–10),0
Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09,71.0,36.0,9.0,25.0,Deadline Games,M,90.0,0.4444444395061729,0.4444444395061729,0.0,0.1111111098765432,6th-gen,8,1,7th gen (03–10),0
Metal Slug X,PS,2001,Shooter,Virgin Interactive,0.05,0.03,0.0,0.01,0.09,85.0,9.0,8.8,31.0,ProSoft,T,88.0,0.5555555493827161,0.3333333296296297,0.0,0.1111111098765432,5th-gen,8,0,5th–6th gen (95–02),0
Romance of the Three Kingdoms X,PS2,2005,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,71.0,13.0,8.5,10.0,Koei,T,85.0,0.4444444395061729,0.3333333296296297,0.0,0.1111111098765432,6th-gen,11,1,7th gen (03–10),0
Prinny: Can I Really Be the Hero?,PSP,2008,Platform,Tecmo Koei,0.03,0.0,0.05,0.01,0.09,72.0,45.0,7.0,41.0,Nippon Ichi Software,T,70.0,0.3333333296296297,0.0,0.5555555493827161,0.1111111098765432,7th-gen,4,2,7th gen (03–10),0
GripShift,PSP,2005,Racing,Ubisoft,0.08,0.0,0.0,0.01,0.09,70.0,37.0,8.7,22.0,Sidhe Interactive,E,87.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,6,2,7th gen (03–10),0
Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,Aspyr,0.08,0.0,0.0,0.01,0.09,45.0,10.0,8.1,31.0,Big Blue Bubble Inc.,T,81.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,7,2,7th gen (03–10),0
Beowulf: The Game,PSP,2007,Action,Ubisoft,0.08,0.0,0.0,0.01,0.09,44.0,4.0,5.4,7.0,Virtuos,M,54.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,0,2,7th gen (03–10),0
Skies of Arcadia,DC,2000,Role-Playing,Sega,0.0,0.0,0.09,0.0,0.09,93.0,21.0,9.4,98.0,Overworks,T,94.0,0.0,0.0,0.999999988888889,0.0,Other,7,5,5th–6th gen (95–02),0
NASCAR: Dirt to Daytona,GC,2002,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09,85.0,8.0,7.3,7.0,Monster Games Inc.,E,73.0,0.7777777691358027,0.2222222197530864,0.0,0.0,6th-gen,6,1,5th–6th gen (95–02),0
Road Trip,PS2,2002,Racing,Play It,0.04,0.03,0.0,0.01,0.09,80.0,4.0,9.0,41.0,Takara,E,90.0,0.4444444395061729,0.3333333296296297,0.0,0.1111111098765432,6th-gen,6,1,5th–6th gen (95–02),0
Jimmie Johnson's Anything With an Engine,X360,2011,Racing,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,65.0,5.0,8.8,8.0,Isopod Labs,E10+,88.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,6,2,8th gen (11+),0
echochrome,PSP,2008,Puzzle,Sony Computer Entertainment,0.0,0.01,0.08,0.0,0.09,79.0,28.0,7.7,13.0,"SCE/WWS, SCE Japan Studio",E,77.0,0.0,0.1111111098765432,0.8888888790123458,0.0,7th-gen,5,2,7th gen (03–10),0
Project Eden,PS2,2001,Action,Eidos Interactive,0.04,0.03,0.0,0.01,0.09,71.0,20.0,7.8,8.0,Core Design Ltd.,T,78.0,0.4444444395061729,0.3333333296296297,0.0,0.1111111098765432,6th-gen,0,1,5th–6th gen (95–02),0
Riviera: The Promised Land,PSP,2006,Role-Playing,505 Games,0.07,0.0,0.02,0.01,0.09,68.0,11.0,7.7,17.0,Sting,T,77.0,0.7777777691358027,0.0,0.2222222197530864,0.1111111098765432,7th-gen,7,2,7th gen (03–10),0
Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,0.06,0.02,0.0,0.02,0.09,49.0,12.0,5.8,32.0,Prope,E10+,58.0,0.6666666592592594,0.2222222197530864,0.0,0.2222222197530864,7th-gen,2,2,8th gen (11+),0
Driver: Renegade,3DS,2011,Racing,Ubisoft,0.05,0.04,0.0,0.01,0.09,48.0,13.0,5.0,20.0,Ubisoft,M,50.0,0.5555555493827161,0.4444444395061729,0.0,0.1111111098765432,8th-gen,6,3,8th gen (11+),0
Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,0.05,0.03,0.0,0.02,0.09,43.0,46.0,4.5,84.0,"Spark Unlimited, comcept",M,45.0,0.5555555493827161,0.3333333296296297,0.0,0.2222222197530864,7th-gen,0,2,8th gen (11+),0
Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.06,0.0,0.01,0.09,70.0,22.0,7.8,239.0,Mercury Steam,M,78.0,0.2222222197530864,0.6666666592592594,0.0,0.1111111098765432,7th-gen,0,2,8th gen (11+),0
Ghosthunter,PS2,2003,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.09,69.0,44.0,8.7,22.0,SCE Studio Cambridge,T,87.0,0.4444444395061729,0.3333333296296297,0.0,0.1111111098765432,6th-gen,0,1,7th gen (03–10),0
Shadow of Destiny,PSP,2009,Adventure,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,54.0,6.0,8.2,5.0,Konami,T,82.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,1,2,7th gen (03–10),0
Pro Evolution Soccer 2012,PC,2011,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.02,0.09,77.0,13.0,6.4,88.0,Konami,,64.0,0.0,0.7777777691358027,0.0,0.2222222197530864,PC,0,6,8th gen (11+),0
Mimana Iyar Chronicle,PSP,2009,Role-Playing,GungHo,0.07,0.0,0.01,0.01,0.09,45.0,6.0,5.8,8.0,GungHo,T,58.0,0.7777777691358027,0.0,0.1111111098765432,0.1111111098765432,7th-gen,7,2,7th gen (03–10),0
Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft,0.04,0.03,0.0,0.02,0.09,57.0,27.0,5.8,19.0,Ubisoft,E10+,58.0,0.4444444395061729,0.3333333296296297,0.0,0.2222222197530864,Handheld,3,4,8th gen (11+),0
Def Jam Fight For NY: The Takeover,PSP,2006,Action,Electronic Arts,0.08,0.0,0.0,0.01,0.09,79.0,25.0,8.2,16.0,Aki Corp.,M,82.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,0,2,7th gen (03–10),0
Tom Clancy's EndWar,DS,2008,Strategy,Ubisoft,0.08,0.01,0.0,0.01,0.09,69.0,11.0,5.8,4.0,"Funatics Software, Funatics",T,58.0,0.8888888790123458,0.1111111098765432,0.0,0.1111111098765432,7th-gen,11,2,7th gen (03–10),0
JASF: Jane's Advanced Strike Fighters,X360,2011,Simulation,Deep Silver,0.06,0.02,0.0,0.01,0.09,45.0,5.0,4.5,8.0,Trickstar Games,T,45.0,0.6666666592592594,0.2222222197530864,0.0,0.1111111098765432,7th-gen,9,2,8th gen (11+),0
Astro Boy: Omega Factor,GBA,2003,Action,THQ,0.06,0.02,0.0,0.0,0.09,85.0,37.0,8.6,18.0,Hitmaker,E,86.0,0.6666666592592594,0.2222222197530864,0.0,0.0,6th-gen,0,1,7th gen (03–10),0
Disgaea Infinite,PSP,2010,Adventure,Nippon Ichi Software,0.07,0.0,0.01,0.01,0.09,64.0,15.0,4.4,40.0,Nippon Ichi Software,T,44.0,0.7777777691358027,0.0,0.1111111098765432,0.1111111098765432,7th-gen,1,2,7th gen (03–10),0
Phantom Brave: The Hermuda Triangle,PSP,2010,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.09,65.0,16.0,7.3,11.0,Nippon Ichi Software,T,73.0,0.6666666592592594,0.0,0.3333333296296297,0.1111111098765432,7th-gen,7,2,7th gen (03–10),0
Fullmetal Alchemist: Dual Sympathy,DS,2005,Role-Playing,Empire Interactive,0.05,0.0,0.04,0.0,0.09,58.0,15.0,7.3,12.0,Natsume,T,73.0,0.5555555493827161,0.0,0.4444444395061729,0.0,7th-gen,7,2,7th gen (03–10),0
Lock's Quest,DS,2008,Strategy,THQ,0.08,0.0,0.0,0.01,0.09,80.0,32.0,8.7,27.0,5TH Cell,E,87.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,11,2,7th gen (03–10),0
Rugby 2005,PS2,2005,Sports,Electronic Arts,0.04,0.03,0.0,0.01,0.09,71.0,15.0,8.6,19.0,HB Studios Multimedia,E,86.0,0.4444444395061729,0.3333333296296297,0.0,0.1111111098765432,6th-gen,10,1,7th gen (03–10),0
Pokemon Rumble World,3DS,2015,Action,Nintendo,0.0,0.01,0.08,0.0,0.09,58.0,16.0,6.4,69.0,"Ambrella, The Pokemon Company",E10+,64.0,0.0,0.1111111098765432,0.8888888790123458,0.0,8th-gen,0,3,8th gen (11+),0
Spectral Force Genesis,DS,2008,Role-Playing,Nobilis,0.08,0.0,0.01,0.01,0.09,46.0,8.0,7.0,5.0,"Neverland, Idea Factory",T,70.0,0.8888888790123458,0.0,0.1111111098765432,0.1111111098765432,7th-gen,7,2,7th gen (03–10),0
Last Rebellion,PS3,2010,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,0.01,0.09,44.0,30.0,4.6,34.0,Hit Maker,T,46.0,0.6666666592592594,0.1111111098765432,0.1111111098765432,0.1111111098765432,7th-gen,7,2,7th gen (03–10),0
DriveClub VR,PS4,2016,Racing,Sony Computer Entertainment,0.03,0.05,0.0,0.01,0.09,67.0,34.0,7.4,110.0,Evolution Studios,E,74.0,0.3333333296296297,0.5555555493827161,0.0,0.1111111098765432,8th-gen,6,3,8th gen (11+),0
Quantum Theory,X360,2010,Shooter,Tecmo Koei,0.06,0.02,0.0,0.01,0.09,37.0,39.0,3.6,31.0,Tecmo,M,36.0,0.6666666592592594,0.2222222197530864,0.0,0.1111111098765432,7th-gen,8,2,7th gen (03–10),0
Tornado Outbreak,PS3,2009,Action,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,69.0,15.0,7.6,8.0,Loose Cannon Studios,E10+,76.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,0,2,7th gen (03–10),0
Justice League Heroes,DS,2006,Role-Playing,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,43.0,9.0,5.7,7.0,Sensory Sweep,E10+,57.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,7,2,7th gen (03–10),0
Back to the Future: The Game,PS3,2011,Adventure,Telltale Games,0.07,0.01,0.0,0.01,0.09,66.0,5.0,6.8,51.0,Telltale Games,,68.0,0.7777777691358027,0.1111111098765432,0.0,0.1111111098765432,7th-gen,1,2,8th gen (11+),0
Space Invaders Extreme,PSP,2008,Shooter,Square Enix,0.06,0.01,0.01,0.01,0.09,84.0,29.0,6.8,13.0,Taito Corporation,E,68.0,0.6666666592592594,0.1111111098765432,0.1111111098765432,0.1111111098765432,7th-gen,8,2,7th gen (03–10),0
Mystic Heroes,GC,2002,Action,Tecmo Koei,0.03,0.01,0.04,0.0,0.09,67.0,13.0,8.5,26.0,Koei,T,85.0,0.3333333296296297,0.1111111098765432,0.4444444395061729,0.0,6th-gen,0,1,5th–6th gen (95–02),0
Zoids Assault,X360,2007,Strategy,Takara Tomy,0.08,0.0,0.0,0.01,0.09,46.0,17.0,7.3,7.0,Takara Tomy,T,73.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,11,2,7th gen (03–10),0
Arslan: The Warriors of Legend,PS4,2015,Action,Tecmo Koei,0.03,0.01,0.04,0.01,0.09,69.0,43.0,6.6,23.0,Omega Force,T,66.0,0.3333333296296297,0.1111111098765432,0.4444444395061729,0.1111111098765432,8th-gen,0,3,8th gen (11+),0
Freestyle Metal X,PS2,2003,Racing,Midway Games,0.04,0.03,0.0,0.01,0.09,67.0,25.0,8.3,17.0,Deibus Studios,T,83.0,0.4444444395061729,0.3333333296296297,0.0,0.1111111098765432,6th-gen,6,1,7th gen (03–10),0
Dark Angel: Vampire Apocalypse,PS2,2001,Role-Playing,Metro 3D,0.04,0.03,0.0,0.01,0.09,53.0,9.0,5.6,5.0,Metro3D,T,56.0,0.4444444395061729,0.3333333296296297,0.0,0.1111111098765432,6th-gen,7,1,5th–6th gen (95–02),0
Damnation,PS3,2009,Shooter,Codemasters,0.07,0.01,0.0,0.01,0.09,36.0,36.0,2.8,40.0,Blue Omega,M,28.0,0.7777777691358027,0.1111111098765432,0.0,0.1111111098765432,7th-gen,8,2,7th gen (03–10),0
Supreme Commander,X360,2008,Strategy,505 Games,0.07,0.01,0.0,0.01,0.09,56.0,24.0,5.7,19.0,Hellbent Games,E10+,57.0,0.7777777691358027,0.1111111098765432,0.0,0.1111111098765432,7th-gen,11,2,7th gen (03–10),0
Transworld Snowboarding,XB,2002,Sports,Atari,0.07,0.02,0.0,0.0,0.09,74.0,14.0,9.2,14.0,Housemarque,T,92.0,0.7777777691358027,0.2222222197530864,0.0,0.0,6th-gen,10,1,5th–6th gen (95–02),0
World Soccer Winning Eleven 8 International,XB,2004,Sports,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.09,90.0,25.0,8.4,11.0,KCET,E,84.0,0.7777777691358027,0.2222222197530864,0.0,0.0,6th-gen,10,1,7th gen (03–10),0
Sniper Elite,XB,2005,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09,77.0,25.0,8.5,11.0,Rebellion,M,85.0,0.7777777691358027,0.2222222197530864,0.0,0.0,6th-gen,8,1,7th gen (03–10),0
Mahjong Cub3D,3DS,2011,Puzzle,Sunsoft,0.07,0.0,0.02,0.0,0.09,67.0,11.0,5.3,4.0,SunSoft,E,53.0,0.7777777691358027,0.0,0.2222222197530864,0.0,8th-gen,5,3,8th gen (11+),0
Test Drive: Eve of Destruction,XB,2004,Racing,Atari,0.07,0.02,0.0,0.0,0.09,72.0,28.0,8.7,7.0,Monster Games Inc.,T,87.0,0.7777777691358027,0.2222222197530864,0.0,0.0,6th-gen,6,1,7th gen (03–10),0
Blazblue: Continuum Shift Extend,PS3,2011,Fighting,PQube,0.0,0.0,0.09,0.0,0.09,73.0,6.0,7.5,27.0,Arc System Works,T,75.0,0.0,0.0,0.999999988888889,0.0,7th-gen,2,2,8th gen (11+),0
Crimson Sea,XB,2002,Action,Tecmo Koei,0.04,0.01,0.04,0.0,0.09,78.0,19.0,8.2,10.0,Koei,T,82.0,0.4444444395061729,0.1111111098765432,0.4444444395061729,0.0,6th-gen,0,1,5th–6th gen (95–02),0
Red Bull BC One,DS,2008,Misc,Playlogic Game Factory,0.08,0.0,0.0,0.01,0.09,48.0,15.0,5.3,8.0,Smack Down Productions,E,53.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,3,2,7th gen (03–10),0
The Weakest Link,PS,2001,Misc,Activision,0.05,0.03,0.0,0.01,0.09,63.0,7.0,7.2,6.0,"Activision, Traveller's Tales",E,72.0,0.5555555493827161,0.3333333296296297,0.0,0.1111111098765432,5th-gen,3,0,5th–6th gen (95–02),0
Viewtiful Joe: Red Hot Rumble,PSP,2006,Action,Capcom,0.08,0.0,0.0,0.01,0.09,63.0,24.0,6.3,6.0,Clover Studio,T,63.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,0,2,7th gen (03–10),0
Wolfenstein: The Old Blood,PC,2015,Action,Bethesda Softworks,0.0,0.08,0.0,0.0,0.09,76.0,30.0,7.6,338.0,MachineGames,M,76.0,0.0,0.8888888790123458,0.0,0.0,PC,0,6,8th gen (11+),0
GRID Autosport,X360,2014,Racing,Codemasters,0.03,0.05,0.0,0.01,0.09,75.0,15.0,6.0,56.0,Codemasters,E,60.0,0.3333333296296297,0.5555555493827161,0.0,0.1111111098765432,7th-gen,6,2,8th gen (11+),0
Ikaruga,GC,2003,Shooter,Atari,0.07,0.02,0.0,0.0,0.09,85.0,52.0,8.5,42.0,Treasure,E,85.0,0.7777777691358027,0.2222222197530864,0.0,0.0,6th-gen,8,1,7th gen (03–10),0
The Suffering: Ties That Bind,XB,2005,Action,Midway Games,0.07,0.02,0.0,0.0,0.09,76.0,36.0,9.1,8.0,Surreal Software,M,91.0,0.7777777691358027,0.2222222197530864,0.0,0.0,6th-gen,0,1,7th gen (03–10),0
Nobunaga's Ambition: Iron Triangle,PS2,2006,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,76.0,8.0,8.0,7.0,Koei,E10+,80.0,0.4444444395061729,0.3333333296296297,0.0,0.1111111098765432,6th-gen,11,1,7th gen (03–10),0
The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,39.0,7.0,6.4,5.0,Eurocom Entertainment Software,T,64.0,0.8888888790123458,0.0,0.0,0.1111111098765432,7th-gen,0,2,7th gen (03–10),0
