Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_scaled,NA_ratio,EU_ratio,JP_ratio,Other_ratio,Platform_Gen,Genre_encoded,Platform_Gen_encoded,Era
Rugby World Cup 2015,X360,2015,Sports,Ubisoft,0.0,0.03,0.0,0.0,0.03,,,8.0,5.0,HB Studios Multimedia,E,80.0,0.0,0.9999999666666678,0.0,0.0,7th-gen,10,2,8th gen (11+)
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,0.03,65.0,17.0,7.3,44.0,Zerodiv,T,73.0,0.0,0.0,0.9999999666666678,0.0,Handheld,7,4,8th gen (11+)
Cabela's Big Game Hunter: Pro Hunts,PS3,2014,Shooter,Activision,0.03,0.0,0.0,0.01,0.03,,,5.9,8.0,Cauldron Ltd.,T,59.0,0.9999999666666678,0.0,0.0,0.3333333222222226,7th-gen,8,2,8th gen (11+)
Hajime no Ippo: The Fighting! (2014),PS3,2014,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,10,2,8th gen (11+)
Game of Thrones (Telltale),X360,2015,Adventure,Telltale Games,0.02,0.0,0.0,0.0,0.03,,,,,,,,0.6666666444444452,0.0,0.0,0.0,7th-gen,1,2,8th gen (11+)
Dance Factory,PS2,2006,Action,Codemasters,0.02,0.01,0.0,0.0,0.03,56.0,22.0,5.8,8.0,Broadsword Interactive,E,58.0,0.6666666444444452,0.3333333222222226,0.0,0.0,6th-gen,0,1,7th gen (03–10)
Totally Spies!,GBA,2005,Platform,Atari,0.02,0.01,0.0,0.0,0.03,,,,,,,,0.6666666444444452,0.3333333222222226,0.0,0.0,6th-gen,4,1,7th gen (03–10)
Jig-A-Pix: Wild World,DS,2009,Puzzle,Zushi Games,0.03,0.0,0.0,0.0,0.03,,,,,Frame Studios Interactive,E,,0.9999999666666678,0.0,0.0,0.0,7th-gen,5,2,7th gen (03–10)
DragonHeart: Fire & Steel,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,,0.6666666444444452,0.3333333222222226,0.0,0.0,5th-gen,0,0,5th–6th gen (95–02)
Chaos;Head - Love Chu*Chu!,X360,2010,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,1,2,7th gen (03–10)
Nishijin Pachinko Monogatari 2,SNES,1996,Misc,KSS,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,Retro,3,7,5th–6th gen (95–02)
The Walking Dead: Season One,PC,2012,Adventure,Avanquest Software,0.0,0.03,0.0,0.01,0.03,,,,,,,,0.0,0.9999999666666678,0.0,0.3333333222222226,PC,1,6,8th gen (11+)
Hyperdimension Neptunia Re;Birth 2,PSV,2014,Action,Idea Factory International,0.02,0.01,0.0,0.01,0.03,,,,,,,,0.6666666444444452,0.3333333222222226,0.0,0.3333333222222226,Handheld,0,4,8th gen (11+)
RoadKill,GC,2003,Action,Midway Games,0.02,0.01,0.0,0.0,0.03,64.0,12.0,,,Terminal Reality,M,,0.6666666444444452,0.3333333222222226,0.0,0.0,6th-gen,0,1,7th gen (03–10)
The Legend of Heroes III: Song of the Ocean,PSP,2006,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,58.0,17.0,6.1,7.0,Microvision,E10+,61.0,0.9999999666666678,0.0,0.0,0.0,7th-gen,7,2,7th gen (03–10)
Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,62.0,15.0,3.3,86.0,Big Time Software,T,33.0,0.0,0.9999999666666678,0.0,0.0,PC,11,6,7th gen (03–10)
Top Gun: Hard Lock,PS3,2012,Action,505 Games,0.0,0.02,0.0,0.01,0.03,,,7.8,11.0,505 Games,T,78.0,0.0,0.6666666444444452,0.0,0.3333333222222226,7th-gen,0,2,8th gen (11+)
Alia's Carnival! Sacrament,PSV,2015,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,Handheld,1,4,8th gen (11+)
F1 2002,GC,2002,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,72.0,7.0,7.8,4.0,EA Sports,E,78.0,0.6666666444444452,0.3333333222222226,0.0,0.0,6th-gen,6,1,5th–6th gen (95–02)
Mushihimesama Futari Ver 1.5,X360,2009,Shooter,Cave,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,8,2,7th gen (03–10)
Pocket Fighter,SAT,1998,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,5th-gen,2,0,5th–6th gen (95–02)
Toaru Majutsu no Kagaku no Ensemble,PSP,2013,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,1,2,8th gen (11+)
Ojyousama Express,SAT,1998,Strategy,Media Works,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,5th-gen,11,0,5th–6th gen (95–02)
Starsky & Hutch,GBA,2003,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.03,,,,,,,,0.6666666444444452,0.3333333222222226,0.0,0.0,6th-gen,6,1,7th gen (03–10)
Sitting Ducks,GBA,2003,Platform,LSP Games,0.02,0.01,0.0,0.0,0.03,35.0,6.0,,,LSP,E,,0.6666666444444452,0.3333333222222226,0.0,0.0,6th-gen,4,1,7th gen (03–10)
Brothers Conflict: Brilliant Blue,PSP,2013,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,1,2,8th gen (11+)
Garfield: A Tale of Two Kitties,DS,2006,Platform,Game Factory,0.03,0.0,0.0,0.0,0.03,59.0,7.0,,,Two Tribes,E,,0.9999999666666678,0.0,0.0,0.0,7th-gen,4,2,7th gen (03–10)
Men of War,PC,2009,Strategy,505 Games,0.01,0.02,0.0,0.0,0.03,80.0,22.0,8.1,136.0,Best Way,M,81.0,0.3333333222222226,0.6666666444444452,0.0,0.0,PC,11,6,7th gen (03–10)
Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,7,2,7th gen (03–10)
Bad Apple Wars,PSV,2015,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Otomate,,,0.0,0.0,0.9999999666666678,0.0,Handheld,0,4,8th gen (11+)
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,1,2,7th gen (03–10)
House M.D.,DS,2010,Adventure,Mindscape,0.02,0.0,0.0,0.0,0.03,,,,,Legacy Interactive,T,,0.6666666444444452,0.0,0.0,0.0,7th-gen,1,2,7th gen (03–10)
thinkSMART FAMILY!,Wii,2010,Misc,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03,,,,,Mentor Interactive,E,,0.9999999666666678,0.0,0.0,0.0,7th-gen,3,2,7th gen (03–10)
Ultimate Block Party,PSP,2004,Puzzle,505 Games,0.03,0.0,0.0,0.0,0.03,76.0,12.0,,,Magicpot,E,,0.9999999666666678,0.0,0.0,0.0,7th-gen,5,2,7th gen (03–10)
Last Escort: Club Katze,PSP,2010,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,1,2,7th gen (03–10)
Renai Revenge,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,Handheld,1,4,8th gen (11+)
Stacked with Daniel Negreanu,XB,2006,Misc,Myelin Media,0.02,0.01,0.0,0.0,0.03,61.0,20.0,,,5000ft,T,,0.6666666444444452,0.3333333222222226,0.0,0.0,6th-gen,3,1,7th gen (03–10)
Mahjong 300,DS,2011,Puzzle,Avanquest,0.0,0.03,0.0,0.0,0.03,,,,,,,,0.0,0.9999999666666678,0.0,0.0,7th-gen,5,2,8th gen (11+)
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,1,2,7th gen (03–10)
Konami Classics Series: Arcade Hits,DS,2007,Misc,Konami Digital Entertainment,0.01,0.0,0.02,0.0,0.03,76.0,29.0,,,M2,E10+,,0.3333333222222226,0.0,0.6666666444444452,0.0,7th-gen,3,2,7th gen (03–10)
WRC 5: FIA World Rally Championship,PSV,2015,Sports,Bigben Interactive,0.0,0.02,0.0,0.01,0.03,,,,,,,,0.0,0.6666666444444452,0.0,0.3333333222222226,Handheld,10,4,8th gen (11+)
Infinite Stratos 2: Ignition Hearts,PSV,2014,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,Handheld,1,4,8th gen (11+)
Otometeki Koi Kakumei * Love Revo,PS2,2006,Adventure,Interchannel,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,6th-gen,1,1,7th gen (03–10)
Guitar Hero: World Tour,PC,2009,Misc,Aspyr,0.0,0.03,0.0,0.01,0.03,,,7.8,9.0,Neversoft Entertainment,T,78.0,0.0,0.9999999666666678,0.0,0.3333333222222226,PC,3,6,7th gen (03–10)
Super Meat Boy: Ultra Edition!,PC,2011,Platform,Unknown,0.0,0.02,0.0,0.01,0.03,,,,,,,,0.0,0.6666666444444452,0.0,0.3333333222222226,PC,4,6,8th gen (11+)
Dr. Muto,GC,2002,Platform,Midway Games,0.02,0.01,0.0,0.0,0.03,63.0,6.0,,,Midway,T,,0.6666666444444452,0.3333333222222226,0.0,0.0,6th-gen,4,1,5th–6th gen (95–02)
Super Heroine Chronicle,PS3,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,7,2,8th gen (11+)
Otomedius Gorgeous,X360,2008,Shooter,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,8,2,7th gen (03–10)
Egg Mania: Eggstreme Madness,PS2,2002,Puzzle,Kemco,0.02,0.01,0.0,0.0,0.03,64.0,8.0,,,Kemco,E,,0.6666666444444452,0.3333333222222226,0.0,0.0,6th-gen,5,1,5th–6th gen (95–02)
Alter Ego,PC,1985,Simulation,Activision,0.0,0.03,0.0,0.01,0.03,59.0,9.0,5.8,19.0,"Viva Media, Viva Media, LLC",T,58.0,0.0,0.9999999666666678,0.0,0.3333333222222226,PC,9,6,Retro (≤94)
Kiniro no Corda 3,PS2,2010,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,6th-gen,1,1,7th gen (03–10)
Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,88.0,15.0,8.8,188.0,ChunSoft,M,88.0,0.9999999666666678,0.0,0.0,0.0,8th-gen,1,3,8th gen (11+)
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,80.0,33.0,7.3,27.0,Iron Galaxy Studios,T,73.0,0.0,0.0,0.9999999666666678,0.0,7th-gen,2,2,8th gen (11+)
Transformers: Devastation,PC,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03,74.0,9.0,7.6,56.0,PlatinumGames,T,76.0,0.0,0.9999999666666678,0.0,0.0,PC,0,6,8th gen (11+)
MotoGP 15,XOne,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,65.0,9.0,,,Milestone S.r.l,,,0.0,0.9999999666666678,0.0,0.0,8th-gen,6,3,8th gen (11+)
Highschool Terra Story,SAT,1998,Adventure,KID,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,5th-gen,1,0,5th–6th gen (95–02)
Summer Athletics: The Ultimate Challenge,X360,2008,Sports,DTP Entertainment,0.02,0.01,0.0,0.0,0.03,48.0,10.0,,,49Games,E,,0.6666666444444452,0.3333333222222226,0.0,0.0,7th-gen,10,2,7th gen (03–10)
The Golf Club,XOne,2014,Sports,Unknown,0.03,0.0,0.0,0.0,0.03,64.0,15.0,5.4,59.0,HB Studios Multimedia,E,54.0,0.9999999666666678,0.0,0.0,0.0,8th-gen,10,3,8th gen (11+)
Emergency! Disaster Rescue Squad,DS,2009,Simulation,Destineer,0.03,0.0,0.0,0.0,0.03,,,,,,,,0.9999999666666678,0.0,0.0,0.0,7th-gen,9,2,7th gen (03–10)
Neverwinter Nights,PC,2002,Role-Playing,Atari,0.0,0.03,0.0,0.0,0.03,91.0,34.0,8.2,490.0,BioWare,T,82.0,0.0,0.9999999666666678,0.0,0.0,PC,7,6,5th–6th gen (95–02)
Suggoi! Arcana Heart 2,PS2,2009,Fighting,AQ Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,6th-gen,2,1,7th gen (03–10)
Crazy Machines,DS,2008,Puzzle,DTP Entertainment,0.0,0.03,0.0,0.0,0.03,,,,,,,,0.0,0.9999999666666678,0.0,0.0,7th-gen,5,2,7th gen (03–10)
Ebikore Photo Kano Kiss ,PSV,2015,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,Handheld,0,4,8th gen (11+)
East India Company Collection,PC,2010,Misc,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,,,,,Nitro Games,T,,0.0,0.9999999666666678,0.0,0.0,PC,3,6,7th gen (03–10)
Mother Goose no Himitsu no Yakata,PSP,2011,Adventure,Quinrose,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,1,2,8th gen (11+)
Fast & Furious: Showdown,X360,2013,Action,Activision,0.0,0.03,0.0,0.0,0.03,,,,,,,,0.0,0.9999999666666678,0.0,0.0,7th-gen,0,2,8th gen (11+)
Winning Post 7 2009,PSP,2009,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,10,2,7th gen (03–10)
Puzzle & Action: Tant-R,GEN,1994,Misc,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,Retro,3,7,Retro (≤94)
Code Lyoko: Quest for Infinity,PSP,2008,Action,Game Factory,0.03,0.0,0.0,0.0,0.03,,,,,Neko Entertainment,E10+,,0.9999999666666678,0.0,0.0,0.0,7th-gen,0,2,7th gen (03–10)
The Voice,PS3,2014,Action,Activision,0.02,0.0,0.0,0.01,0.03,,,,,Activision,,,0.6666666444444452,0.0,0.0,0.3333333222222226,7th-gen,0,2,8th gen (11+)
Digimon World 4,XB,2005,Role-Playing,Atari,0.02,0.01,0.0,0.0,0.03,54.0,5.0,8.8,4.0,Bandai,E,88.0,0.6666666444444452,0.3333333222222226,0.0,0.0,6th-gen,7,1,7th gen (03–10)
Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,PQube,0.01,0.02,0.0,0.0,0.03,76.0,10.0,7.3,9.0,Arc System Works,T,73.0,0.3333333222222226,0.6666666444444452,0.0,0.0,7th-gen,2,2,7th gen (03–10)
Kekkaishi: Kokubourou Shuurai,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,0,2,7th gen (03–10)
Galleon: Islands of Mystery,XB,2004,Action,SCi,0.02,0.01,0.0,0.0,0.03,67.0,40.0,7.0,10.0,Confounding Factor,T,70.0,0.6666666444444452,0.3333333222222226,0.0,0.0,6th-gen,0,1,7th gen (03–10)
Montessori Music,DS,2008,Misc,Oxygen Interactive,0.01,0.02,0.0,0.0,0.03,,,,,Will,E,,0.3333333222222226,0.6666666444444452,0.0,0.0,7th-gen,3,2,7th gen (03–10)
World Sports Competition,PS3,2009,Sports,Hudson Soft,0.02,0.0,0.0,0.01,0.03,,,,,,,,0.6666666444444452,0.0,0.0,0.3333333222222226,7th-gen,10,2,7th gen (03–10)
Shugo Chara! Amunonijiro Chara Change,DS,2008,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,0,2,7th gen (03–10)
Renai 0 Kilometer,PSP,2013,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,1,2,8th gen (11+)
Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03,61.0,11.0,7.9,7.0,Krome Studios,E,79.0,0.6666666444444452,0.3333333222222226,0.0,0.0,6th-gen,10,1,5th–6th gen (95–02)
Far East of Eden Shinden,NG,1995,Fighting,Hudson Soft,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,Retro,2,7,5th–6th gen (95–02)
Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008,Adventure,Arc System Works,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,1,2,7th gen (03–10)
Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,76.0,20.0,7.5,549.0,Eagle Dynamics,E,75.0,0.0,0.9999999666666678,0.0,0.3333333222222226,PC,9,6,7th gen (03–10)
MotorHead,PS,1998,Racing,Gremlin Interactive Ltd,0.02,0.01,0.0,0.0,0.03,,,,,,,,0.6666666444444452,0.3333333222222226,0.0,0.0,5th-gen,6,0,5th–6th gen (95–02)
Max & the Magic Marker,Wii,2011,Platform,Unknown,0.0,0.03,0.0,0.0,0.03,,,,,,,,0.0,0.9999999666666678,0.0,0.0,7th-gen,4,2,8th gen (11+)
Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,Handheld,1,4,8th gen (11+)
StormLover,PSP,2010,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,1,2,7th gen (03–10)
Gloria Union,PSP,2011,Role-Playing,Atlus,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,7,2,8th gen (11+)
Gensou Suikoden I & II,PSP,2006,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,7,2,7th gen (03–10)
Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.02,0.0,0.0,0.03,78.0,23.0,7.6,19.0,Team 17,E10+,76.0,0.3333333222222226,0.6666666444444452,0.0,0.0,8th-gen,0,3,8th gen (11+)
Shaun White Skateboarding,PC,2010,Sports,Ubisoft,0.0,0.03,0.0,0.01,0.03,,,7.3,6.0,Ubisoft Montreal,T,73.0,0.0,0.9999999666666678,0.0,0.3333333222222226,PC,10,6,7th gen (03–10)
Eyeshield 21: DevilBats DevilDays,GBA,2006,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,6th-gen,7,1,7th gen (03–10)
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,8th-gen,3,3,8th gen (11+)
Jyuzaengi: Engetsu Sangokuden,PSP,2012,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,0,2,8th gen (11+)
Ratatouille,PC,2007,Action,THQ,0.01,0.01,0.0,0.0,0.03,,,7.9,9.0,Asobo Studio,E,79.0,0.3333333222222226,0.3333333222222226,0.0,0.0,PC,0,6,7th gen (03–10)
Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,0,2,7th gen (03–10)
Rabbids Land,WiiU,2012,Misc,Ubisoft,0.01,0.01,0.0,0.0,0.03,52.0,26.0,5.2,29.0,Ubisoft Paris,E10+,52.0,0.3333333222222226,0.3333333222222226,0.0,0.0,8th-gen,3,3,8th gen (11+)
Dancing Blade II: Tears of Eden,PS,1999,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,5th-gen,1,0,5th–6th gen (95–02)
Kokoro no Kokoron,DS,2011,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,3,2,8th gen (11+)
Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,6th-gen,1,1,7th gen (03–10)
BeatMania IIDX 13: DistorteD,PS2,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,6th-gen,9,1,7th gen (03–10)
Guild Wars,PC,2005,Role-Playing,NCSoft,0.03,0.0,0.0,0.0,0.03,89.0,53.0,8.4,455.0,ArenaNet,T,84.0,0.9999999666666678,0.0,0.0,0.0,PC,7,6,7th gen (03–10)
Go! Go! Hypergrind,GC,2003,Sports,Atlus,0.02,0.01,0.0,0.0,0.03,,,,,,,,0.6666666444444452,0.3333333222222226,0.0,0.0,6th-gen,10,1,7th gen (03–10)
Great Edo Blacksmith,PSV,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,Handheld,1,4,8th gen (11+)
Keshisasu-Kun: Battle Kas-tival,DS,2010,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,0,2,7th gen (03–10)
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,3,2,8th gen (11+)
Peak Performance,PS,1997,Racing,JVC,0.02,0.01,0.0,0.0,0.03,,,,,,,,0.6666666444444452,0.3333333222222226,0.0,0.0,5th-gen,6,0,5th–6th gen (95–02)
Take On Helicopters,PC,2011,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03,70.0,10.0,6.7,28.0,Bohemia Interactive,T,67.0,0.0,0.6666666444444452,0.0,0.3333333222222226,PC,9,6,8th gen (11+)
Young Justice: Legacy,3DS,2013,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,,,7.1,7.0,Farsight Studios,E10+,71.0,0.9999999666666678,0.0,0.0,0.0,8th-gen,0,3,8th gen (11+)
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,8th-gen,1,3,8th gen (11+)
DokiDoki Majo Shinpan! 2,DS,2008,Adventure,SNK Playmore,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,1,2,7th gen (03–10)
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,66.0,16.0,7.8,10.0,Genki,T,78.0,0.3333333222222226,0.3333333222222226,0.0,0.0,6th-gen,9,1,7th gen (03–10)
Freaky Flyers,XB,2003,Racing,Midway Games,0.02,0.01,0.0,0.0,0.03,64.0,22.0,,,Midway,T,,0.6666666444444452,0.3333333222222226,0.0,0.0,6th-gen,6,1,7th gen (03–10)
Nacho Libre,DS,2006,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,56.0,6.0,5.8,6.0,BudCat,E10+,58.0,0.9999999666666678,0.0,0.0,0.0,7th-gen,0,2,7th gen (03–10)
Power Rangers Super Megaforce ,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,43.0,7.0,,,Bandai Namco Games,E10+,,0.3333333222222226,0.3333333222222226,0.0,0.0,8th-gen,0,3,8th gen (11+)
Homeworld 2,PC,2003,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,83.0,31.0,8.3,128.0,Relic,T,83.0,0.0,0.9999999666666678,0.0,0.0,PC,11,6,7th gen (03–10)
Zoboomafoo: Leapin' Lemurs!,PS,2001,Action,Encore,0.02,0.01,0.0,0.0,0.03,,,,,,,,0.6666666444444452,0.3333333222222226,0.0,0.0,5th-gen,0,0,5th–6th gen (95–02)
Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,0.0,0.03,0.0,0.0,0.03,74.0,8.0,8.3,70.0,Ubisoft,E,83.0,0.0,0.9999999666666678,0.0,0.0,PC,4,6,7th gen (03–10)
Dennou Senki Virtual-On Force,X360,2010,Fighting,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,2,2,7th gen (03–10)
Rugby 15,X360,2015,Sports,Bigben Interactive,0.0,0.03,0.0,0.0,0.03,,,,,HB Studios Multimedia,E,,0.0,0.9999999666666678,0.0,0.0,7th-gen,10,2,8th gen (11+)
Nettou! Powerful Koushien,DS,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,10,2,7th gen (03–10)
Graffiti Kingdom,PS2,2004,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03,71.0,27.0,7.1,12.0,Taito Corporation,E,71.0,0.3333333222222226,0.3333333222222226,0.0,0.0,6th-gen,7,1,7th gen (03–10)
King Arthur II,PC,2011,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,,,,,,,,0.0,0.9999999666666678,0.0,0.0,PC,11,6,8th gen (11+)
Armored Core SL: Silent Line Portable,PSP,2009,Simulation,From Software,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,9,2,7th gen (03–10)
Looney Tunes: Galactic Sports,PSV,2015,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,,,,Virtual Toys,,,0.0,0.6666666444444452,0.0,0.3333333222222226,Handheld,0,4,8th gen (11+)
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,,,0.0,0.0,0.9999999666666678,0.0,7th-gen,1,2,7th gen (03–10)
Lethal Enforcers I & II,PS,1996,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,,0.6666666444444452,0.3333333222222226,0.0,0.0,5th-gen,8,0,5th–6th gen (95–02)
